date,maxtemp,avgrelativehumidity,maxrelativehumidity,minrelativehumidity,avgvisibility,maxvisibility,minvisibility,hazehours,smokehours,pm25avganderson,pm25minanderson,pm25maxanderson
5-Nov-13,74,41,69,23,9.9899998,10,9.9399996,,,16.049999,2.48,24.969999
6-Nov-13,72,52,74,31,9.9899998,10,9.9399996,,,18.9,6.4099998,33.110001
7-Nov-13,73,46,71,19,8.5600004,10,1.25,4,4,21.950001,14.22,35.82
8-Nov-13,73,52,76,23,9.9899998,10,9.9399996,,,22.790001,5.8200002,40.939999
9-Nov-13,77,55,79,27,8.8900003,10,1.75,2,2,16.450001,3.4000001,40.220001
10-Nov-13,74,57,83,26,9.8800001,10,7,,,19.459999,9.3900003,42.189999
11-Nov-13,71,53,83,23,9.9899998,10,9.9399996,,,25.49,12.75,49.529999
12-Nov-13,78,43,63,17,9.9899998,10,9.9399996,,,26.91,11.77,39.740002
13-Nov-13,82,45,73,23,9.9899998,10,9.9399996,,,17.35,4.9200001,31.16
14-Nov-13,71,49,76,31,9.9899998,10,9.9399996,,,15.95,3.76,45.639999
15-Nov-13,66,34,50,20,9.1800003,10,2.49,1,1,13.15,1.8099999,44.41
16-Nov-13,64,50,73,34,9.9899998,10,9.9399996,,,18.549999,10.53,54.650002
17-Nov-13,63,62,82,38,9.96,10,9,,,24.299999,6.8499999,58.450001
18-Nov-13,56,72,94,47,9.0200005,10,5,,,33.610001,21.120001,53.59
19-Nov-13,51,92,96,86,2.76,10,0.99000001,,,21.32,13.08,39.41
20-Nov-13,56,83,96,41,5.4400001,10,1.25,,,15.59,0.75,27.42
21-Nov-13,59,21,39,14,9.9899998,10,9.9399996,,,16.18,6.1799998,23.719999
22-Nov-13,70,12,15,9,9.9899998,10,9.9399996,,,15.26,10.27,25.450001
23-Nov-13,71,23,70,12,9.9899998,10,9.9399996,,,14.74,5.46,38
24-Nov-13,63,63,88,27,9.9200001,10,8,,,25.75,8.8699999,56.139999
25-Nov-13,61,67,96,30,9.8500004,10,7,,,27.02,4.7199998,55.470001
26-Nov-13,61,72,92,38,8.6899996,10,5.5900002,2,2,36.580002,11.95,71.669998
27-Nov-13,66,74,97,37,8.9899998,10,6,,,33.919998,15.87,60.73
28-Nov-13,73,65,97,24,9.8299999,10,7.46,1,1,22.719999,6.3200002,59.290001
29-Nov-13,72,68,97,27,9.9899998,10,9.9399996,,,19.49,2.9100001,44.689999
30-Nov-13,74,63,93,29,9.8000002,10,7,,,23.459999,5.29,56.459999
1-Dec-13,67,73,93,42,9.9899998,10,9.9399996,,,19.85,9.7600002,50.150002
2-Dec-13,59,83,97,58,9.3800001,10,6.8400002,,,28.93,17.76,64.980003
3-Dec-13,53,40,86,23,9.9200001,10,8,,,18.93,1.03,52.959999
4-Dec-13,49,27,33,18,9.9899998,10,9.9399996,,,16.27,9.8299999,25.370001
5-Dec-13,49,36,63,16,9.96,10,9,,,21.950001,9.7700005,56.869999
6-Dec-13,41,76,100,43,5.1700001,10,0.25,,,34.66,17.639999,50.799999
7-Dec-13,39,87,100,49,3.8699999,10,0.25,,,31.459999,9.4399996,47.009998
8-Dec-13,42,43,63,30,9.9899998,10,9.9399996,,,17.82,10.08,37.200001
9-Dec-13,54,39,78,19,9.96,10,9,,,19.219999,11.2,39.75
10-Dec-13,59,57,89,25,9.6199999,10,7.46,,,34.099998,11.55,48.98
11-Dec-13,63,66,92,28,9.9899998,10,9.9399996,,,29.139999,2.4400001,67.839996
12-Dec-13,60,67,92,28,9.9899998,10,9.9399996,,,28.48,5.3400002,46.669998
13-Dec-13,66,59,96,28,9.9899998,10,9.9399996,,,31.85,12.85,61.52
14-Dec-13,62,70,92,38,9.9899998,10,9.9399996,,,29.040001,4.9400001,78.309998
15-Dec-13,64,70,96,30,9.8800001,10,8.6999998,,,28.959999,5.0300002,64.779999
16-Dec-13,78,61,96,14,9.8500004,10,7,,,24.959999,5.0799999,47.09
17-Dec-13,65,70,92,35,9.9200001,10,8,,,26.52,3.8900001,54.07
18-Dec-13,66,62,96,29,9.96,10,9,,,31.48,7.3600001,66.959999
19-Dec-13,56,29,44,19,9.9200001,10,8,,,8.7299995,0.22,18.25
20-Dec-13,65,32,65,14,9.9200001,10,8,,,16.799999,7.2800002,33.240002
21-Dec-13,63,64,89,35,9.9899998,10,9.9399996,,,22.15,2.29,57.150002
22-Dec-13,73,53,73,32,9.9899998,10,9.9399996,,,17.41,0.27000001,35.200001
23-Dec-13,63,72,93,41,9.96,10,9,,,25.66,6.4400001,73.129997
24-Dec-13,71,47,93,21,9.9899998,10,9.9399996,,,20.469999,4.0799999,48.290001
25-Dec-13,71,54,79,23,9.9899998,10,9.9399996,,,18.299999,3.52,42.25
26-Dec-13,69,61,92,24,9.9899998,10,9.9399996,,,17.26,0.33000001,35.66
27-Dec-13,55,77,96,49,9.7299995,10,5,,,25.030001,2.02,46.119999
28-Dec-13,69,35,96,12,9.96,10,9,,,15.34,2.76,43
29-Dec-13,71,23,62,11,9.9899998,10,9.9399996,,,9.7799997,1.78,32.200001
30-Dec-13,62,59,79,27,9.8800001,10,8,,,20.66,6.0999999,56.529999
31-Dec-13,,,85,24,9.9399996,10,9,,,22.82,9.4300003,58.110001
1-Jan-14,73,58,85,19,9.9200001,10,9,,,21.719999,2.0799999,56.639999
2-Jan-14,70,61,92,26,9.9899998,10,9.9399996,,,22.9,7.98,47.599998
3-Jan-14,67,66,89,33,9.9200001,10,8,,,19.52,0,44.900002
4-Jan-14,68,29,96,7,9.96,10,9,,,12.41,2.1400001,38.549999
5-Jan-14,71,16,50,8,9.9899998,10,9.9399996,,,6.96,1.17,14.34
6-Jan-14,61,53,76,23,9.9899998,10,9.9399996,,,20.84,1.47,47.75
7-Jan-14,60,61,82,31,9.7799997,10,8,1,1,26.059999,7.4000001,53.689999
8-Jan-14,58,66,89,36,9.3599997,10,7,,,33.59,19.290001,58.459999
9-Jan-14,56,82,100,55,7.5300002,10,4,2,2,35.599998,1.79,74.540001
10-Jan-14,63,75,100,43,9.3699999,10,7,,,25.99,2.6300001,43.330002
11-Jan-14,55,86,96,71,8.54,10,4.9699998,,,27.49,0.98000002,47.599998
12-Jan-14,60,69,100,33,8.7700005,10,2.5,,,17.59,3.24,42.279999
13-Jan-14,70,44,73,26,9.9899998,10,9.9399996,,,13.75,4.9499998,45.5
14-Jan-14,75,24,41,13,9.9899998,10,9.9399996,,,13.7,4.1300001,30.209999
15-Jan-14,80,19,32,9,9.9899998,10,9.9399996,,,15.59,0.83999997,29.51
16-Jan-14,80,24,59,9,9.9899998,10,9.9399996,,,16.629999,6.1599998,40.040001
17-Jan-14,75,45,72,16,9.9899998,10,9.9399996,,,17.33,1.58,62.130001
18-Jan-14,72,50,82,19,9.9200001,10,8,,,17.719999,6.1300001,58.900002
19-Jan-14,71,54,82,19,9.9899998,10,9.9399996,,,19.440001,0.85000002,56.34
20-Jan-14,77,50,85,11,9.9899998,10,9.9399996,,,14,3.04,55.330002
21-Jan-14,75,46,84,13,9.9899998,10,9.9399996,,,17.1,0.44,36.77
22-Jan-14,77,25,62,9,9.9899998,10,9.9399996,,,14.88,4.3600001,40.02
23-Jan-14,74,21,27,13,9.8100004,10,6,1,1,14.03,3.53,40.009998
24-Jan-14,76,27,50,15,9.9899998,10,9.9399996,,,13.48,5.8499999,30.02
25-Jan-14,78,42,73,10,9.9899998,10,9.9399996,,,15.63,2.1800001,59.830002
26-Jan-14,71,48,75,18,9.9899998,10,9.9399996,,,17.139999,1.9,51.82
27-Jan-14,62,57,79,35,9.9899998,10,9.9399996,,,23.91,5.02,39.490002
28-Jan-14,64,52,66,37,9.9899998,10,9.9399996,,,27.700001,17.82,39.439999
29-Jan-14,56,85,100,55,3.8399999,10,0.25,,,33.099998,24.370001,49.290001
30-Jan-14,62,67,100,34,4,10,0.25,,,21.549999,5.5500002,54.240002
31-Jan-14,60,46,79,22,9.9899998,10,9.9399996,,,14.16,2.29,36.700001
1-Feb-14,59,49,72,21,9.9099998,10,8.6999998,,,19.059999,8.3800001,45.310001
2-Feb-14,55,60,79,37,9.9899998,10,9.9399996,,,22.379999,7.96,57.98
3-Feb-14,57,66,92,30,9.9200001,10,9,,,21.01,6.1100001,40.110001
4-Feb-14,55,57,89,25,9.7399998,10,7,,,22.139999,4.6999998,45.650002
5-Feb-14,54,65,88,45,9.6599998,10,6,,,25.24,13.27,50.23
6-Feb-14,44,98,100,87,3.51,8,0.99000001,,,19.84,7.5700002,30.549999
7-Feb-14,50,96,100,89,6.4299998,10,2.5,,,15.7,4.79,33.950001
8-Feb-14,54,99,100,94,3.5899999,10,1.5,,,12.19,7.3699999,18.73
9-Feb-14,54,100,100,96,3.3,10,0.75,,,12.95,8.1300001,20.549999
10-Feb-14,65,82,100,48,6.6599998,10,0.25,,,17.440001,3.3699999,43.540001
11-Feb-14,63,79,100,46,8.9899998,10,1,,,21.35,10.78,49.200001
12-Feb-14,60,88,100,69,8.5799999,10,2,,,18.629999,12.38,35.380001
13-Feb-14,58,94,100,87,4.9299998,10,0.75,,,18.219999,10.93,25.98
14-Feb-14,62,90,100,78,6,10,0.5,,,13.89,7.4400001,26.200001
15-Feb-14,59,84,94,72,8.4899998,10,1.25,,,9.7200003,4.2600002,17.959999
16-Feb-14,62,66,93,31,9.9899998,10,9.9399996,,,13.83,0.61000001,45.419998
17-Feb-14,61,70,97,42,9.9899998,10,9.9399996,,,19.110001,7.9299998,51.099998
18-Feb-14,65,67,97,37,9.9899998,10,9.9399996,,,15.1,7.0900002,41.75
19-Feb-14,62,44,77,24,9.9899998,10,9.9399996,,,12.3,0.49000001,31.879999
20-Feb-14,69,44,71,26,9.9899998,10,9.9399996,,,13.94,7.8600001,36.490002
21-Feb-14,71,45,80,27,9.9899998,10,9.9399996,,,12.22,6.6300001,38.459999
22-Feb-14,75,38,68,12,9.9899998,10,9.9399996,,,11.24,2.73,32.740002
23-Feb-14,70,60,92,29,9.9899998,10,9.9399996,,,16.040001,7.9099998,59.279999
24-Feb-14,73,58,86,26,9.9899998,10,9.9399996,,,16.780001,6.4400001,52.049999
25-Feb-14,73,60,93,30,9.9899998,10,9.9399996,,,23.940001,9.79,63.209999
26-Feb-14,54,93,100,71,5.46,10,1.75,,,35.560001,16.83,60.060001
27-Feb-14,59,87,100,72,9.5799999,10,4,,,18.27,6.3499999,35.200001
28-Feb-14,54,90,100,72,8.3000002,10,2.5,,,19.860001,12.07,44.049999
1-Mar-14,61,85,100,56,7.8200002,10,2,,,14.21,8.4300003,30.190001
2-Mar-14,56,92,100,80,9.7700005,10,7,,,18.01,9.3999996,37.709999
3-Mar-14,55,93,100,80,7.9299998,10,3,,,15.14,9.6899996,29.700001
4-Mar-14,62,88,100,63,6.9899998,10,1.75,,,,,
5-Mar-14,61,92,100,78,8.6499996,10,2.49,,,,,
6-Mar-14,64,78,100,47,9.5500002,10,0.75,,,,,
7-Mar-14,71,61,97,27,9.9899998,10,9.9399996,,,,,
8-Mar-14,69,68,97,36,9.9899998,10,9.9399996,,,,,
9-Mar-14,58,96,100,84,9.1499996,10,6,,,,,
10-Mar-14,67,60,100,24,9.1099997,10,3,,,12.74,0.34999999,40.91
11-Mar-14,69,32,56,20,9.9899998,10,9.9399996,,,9.21,2.6199999,17.16
12-Mar-14,75,33,76,15,9.9899998,10,9.9399996,,,11.66,2.8599999,41.869999
13-Mar-14,76,52,93,17,9.9899998,10,9.9399996,,,15.74,1.0599999,42.48
14-Mar-14,77,55,89,26,9.9899998,10,9.9399996,,,14.26,0.059999999,49.669998
15-Mar-14,80,39,66,14,9.9899998,10,9.9399996,,,18.91,0.68000001,50.27
16-Mar-14,75,52,86,21,9.9899998,10,9.9399996,,,21.42,2.8699999,59.869999
17-Mar-14,65,36,61,21,9.9899998,10,9.9399996,,,10.8,1.6,31.67
18-Mar-14,72,26,39,14,9.9899998,10,9.9399996,,,13.46,2.4000001,35.619999
19-Mar-14,73,44,79,18,9.9899998,10,9.9399996,,,16.690001,4.1599998,48
20-Mar-14,75,48,86,15,9.9899998,10,9.9399996,,,4.2600002,4.0999999,4.4499998
21-Mar-14,75,33,79,15,9.9899998,10,9.9399996,,,9.71,1.65,56.790001
22-Mar-14,76,28,61,12,9.7200003,10,1.75,1,1,12.87,3.1099999,40.540001
23-Mar-14,77,47,86,19,9.9899998,10,9.9399996,,,17.139999,7.8800001,36.970001
24-Mar-14,76,55,86,20,9.9899998,10,9.9399996,,,16.84,4.6399999,44.099998
25-Mar-14,55,86,100,71,7.23,10,1.75,,,20.889999,5.0900002,29.209999
26-Mar-14,55,88,100,77,8,10,2.5,,,14.18,6.2399998,34.369999
27-Mar-14,61,84,100,56,9.9899998,10,9.9399996,,,13.67,0.25999999,37.16
28-Mar-14,63,83,97,70,9.79,10,6,,,12.41,1,21.809999
29-Mar-14,57,91,100,78,9.4799995,10,2.5,,,11.58,1.05,18.639999
30-Mar-14,57,89,100,62,5.54,10,0.25,,,15.91,1.75,28.360001
31-Mar-14,51,91,97,80,9.3199997,10,4,,,12.9,6.1900001,17.700001
1-Apr-14,52,88,97,69,9.2700005,10,3,,,13.61,6.73,29.309999
2-Apr-14,63,75,100,41,9.6099997,10,2.5,,,15.7,3.0799999,41.369999
3-Apr-14,60,80,97,58,9.9899998,10,9.9399996,,,15.89,4.0599999,39.189999
4-Apr-14,58,79,97,56,9.9899998,10,9.9399996,,,15.68,2.22,39.490002
5-Apr-14,72,62,97,29,9.9899998,10,9.9399996,,,16.120001,1.03,46.34
6-Apr-14,80,58,97,28,9.9899998,10,9.9399996,,,11.63,2.5699999,38.5
7-Apr-14,79,52,81,27,9.9899998,10,9.9399996,,,14.83,2.4000001,41.919998
8-Apr-14,82,61,93,28,9.9899998,10,9.9399996,,,17.950001,9.4499998,53.509998
9-Apr-14,80,60,89,32,9.9899998,10,9.9399996,,,14.07,6.4899998,36.619999
10-Apr-14,82,56,92,25,9.9899998,10,9.9399996,,,13.46,1.63,45.900002
11-Apr-14,83,57,93,23,9.9899998,10,9.9399996,,,13.87,0.46000001,47.869999
12-Apr-14,79,67,93,42,9.9899998,10,9.9399996,,,17.879999,7.6399999,45.099998
13-Apr-14,82,36,93,13,9.9899998,10,9.9399996,,,10.44,1.49,27.940001
14-Apr-14,81,47,83,19,9.9899998,10,9.9399996,,,11.51,3.96,55.650002
15-Apr-14,83,47,86,22,9.9899998,10,9.9399996,,,14.32,6.3699999,51.150002
16-Apr-14,83,35,60,23,9.9899998,10,9.9399996,,,9.0600004,1.36,31.709999
17-Apr-14,80,49,83,23,9.9899998,10,9.9399996,,,11.66,1.25,52.59
18-Apr-14,82,40,69,13,9.4399996,10,1.75,1,1,16.610001,7.0700002,31.200001
19-Apr-14,77,54,86,31,9.9899998,10,9.9399996,,,19.879999,3.8,47.52
20-Apr-14,85,41,80,12,9.9899998,10,9.9399996,,,14.63,5.5300002,38.599998
21-Apr-14,69,60,83,35,9.9899998,10,9.9399996,,,17.190001,3.1300001,40.779999
22-Apr-14,68,44,93,22,9.9899998,10,9.9399996,,,9.71,3.3299999,29.940001
23-Apr-14,71,49,76,28,9.9899998,10,9.9399996,,,9.2399998,1.36,23.190001
24-Apr-14,71,73,96,44,9.9899998,10,9.9399996,,,11.07,2.1900001,32.029999
25-Apr-14,64,69,97,37,9.9899998,10,9.9399996,,,13.96,5.3499999,34.110001
26-Apr-14,64,64,100,36,8.0500002,10,0.75,,,,,
27-Apr-14,62,72,96,54,9.9899998,10,9.9399996,,,11.79,2.96,26.75
28-Apr-14,77,52,100,18,9.9899998,10,9.9399996,,,13.82,2.96,45.169998
29-Apr-14,91,33,80,12,9.9899998,10,9.9399996,,,12.77,4,51.48
30-Apr-14,91,26,60,10,9.9899998,10,9.9399996,,,11.87,5.6500001,49.599998
1-May-14,89,42,83,17,9.9899998,10,9.9399996,,,12.93,5.8600001,42.580002
2-May-14,87,41,86,19,9.9899998,10,9.9399996,,,12.77,0.94,52.200001
3-May-14,79,42,60,23,9.9899998,10,9.9399996,,,9.7399998,0.49000001,29.440001
4-May-14,73,51,80,32,9.9899998,10,9.9399996,,,9.2200003,1.0700001,32.880001
5-May-14,72,52,71,28,9.9899998,10,9.9399996,,,10.15,1.02,41.009998
6-May-14,77,36,64,19,9.9899998,10,9.9399996,,,9.5100002,0.039999999,43.790001
7-May-14,78,33,47,16,9.9899998,10,9.9399996,,,10.06,4.0799999,24.98
8-May-14,69,64,96,44,9.9899998,10,9.9399996,,,13.55,0.38,25.540001
9-May-14,75,51,100,22,9.6599998,10,0.75,1,1,11.59,4.75,38.009998
10-May-14,73,38,71,17,9.9899998,10,9.9399996,,,8.1199999,1,28.35
11-May-14,82,32,59,9,9.9899998,10,9.9399996,,,10.24,4.27,32.459999
12-May-14,89,28,52,10,9.9899998,10,9.9399996,,,10.61,3.3499999,45.549999
13-May-14,94,34,72,9,9.9899998,10,9.9399996,,,13.73,7.3400002,48.900002
14-May-14,98,33,70,7,9.9899998,10,9.9399996,,,10.9,4.77,54.209999
15-May-14,92,38,62,13,9.9899998,10,9.9399996,,,14.87,5.3699999,49.560001
16-May-14,91,37,78,11,9.9899998,10,9.9399996,,,13.46,4.3600001,47.080002
17-May-14,87,38,62,19,9.9899998,10,9.9399996,,,11.33,1.58,51.82
18-May-14,81,37,53,22,9.9899998,10,9.9399996,,,7.79,1.54,28.23
19-May-14,77,57,90,26,9.9899998,10,9.9399996,,,10.06,1.0599999,41.82
20-May-14,83,57,97,26,9.5600004,10,3.73,1,1,10.38,4.6199999,35.66
21-May-14,91,41,87,13,9.9899998,10,9.9399996,,,9.8699999,1.09,44.93
22-May-14,93,37,75,13,9.7200003,10,2,1,1,9.4799995,2.76,44.209999
23-May-14,94,36,67,17,9.9899998,10,9.9399996,,,9.9200001,0.23,42
24-May-14,95,29,49,15,9.9899998,10,9.9399996,,,9.0500002,4.8000002,12.28
25-May-14,98,22,46,8,9.9899998,10,9.9399996,,,9.1899996,1.4400001,31.42
26-May-14,93,25,46,10,9.9899998,10,9.9399996,,,7.9699998,0.92000002,30.719999
27-May-14,89,25,58,8,9.9899998,10,9.9399996,,,7.8000002,0.47,37.849998
28-May-14,80,25,56,12,9.9899998,10,9.9399996,,,9.0200005,2.3499999,33.349998
29-May-14,88,23,41,9,9.9899998,10,9.9399996,,,8.4099998,1.28,43.630001
30-May-14,87,27,59,8,9.9899998,10,9.9399996,,,10.56,3.21,37.900002
31-May-14,91,30,68,11,9.9899998,10,9.9399996,,,12.64,2.52,44.139999
1-Jun-14,95,32,64,10,9.9899998,10,9.9399996,,,13.1,1.1799999,56.330002
2-Jun-14,93,31,62,10,9.9899998,10,9.9399996,,,12.91,1.21,37.029999
3-Jun-14,90,35,64,12,9.9899998,10,9.9399996,,,13.25,4.8000002,27.389999
4-Jun-14,100,26,64,7,9.9899998,10,9.9399996,,,11.82,0.13,44.860001
5-Jun-14,103,27,56,8,9.9899998,10,9.9399996,,,12.56,1.0700001,38.18
6-Jun-14,103,27,61,4,9.9899998,10,9.9399996,,,11.28,3.8099999,22.549999
7-Jun-14,103,19,51,8,9.9899998,10,9.9399996,,,8.5200005,3.28,19.049999
8-Jun-14,103,20,29,9,9.9899998,10,9.9399996,,,13.41,6.02,23.309999
9-Jun-14,104,20,29,8,9.9899998,10,9.9399996,,,14.88,8.5200005,22.110001
10-Jun-14,102,13,23,6,9.9899998,10,9.9399996,,,7.6100001,1.6900001,11.87
11-Jun-14,93,30,45,18,9.9899998,10,9.9399996,,,11.34,6.8499999,19.889999
12-Jun-14,86,41,63,21,9.9899998,10,9.9399996,,,11.17,1.46,18.709999
13-Jun-14,86,26,40,16,9.9899998,10,9.9399996,,,9.9700003,1.45,40
14-Jun-14,88,24,40,8,9.9899998,10,9.9399996,,,8.1099997,1.9400001,26.719999
15-Jun-14,90,27,48,16,9.9899998,10,9.9399996,,,8.3100004,2.3800001,39.09
16-Jun-14,82,30,44,21,9.9899998,10,9.9399996,,,8.9499998,0.61000001,24.129999
17-Jun-14,85,24,38,11,9.9899998,10,9.9399996,,,6.3699999,0.30000001,29.639999
18-Jun-14,92,23,41,7,9.9899998,10,9.9399996,,,8.5100002,2.53,23.07
19-Jun-14,95,26,49,11,9.9899998,10,9.9399996,,,10.3,0.86000001,40.240002
20-Jun-14,95,28,56,13,9.9899998,10,9.9399996,,,10.04,1.65,37.549999
21-Jun-14,95,27,56,10,9.9899998,10,9.9399996,,,9.46,2.24,28.66
22-Jun-14,98,25,48,10,9.9899998,10,9.9399996,,,9.7299995,2.0899999,27.469999
23-Jun-14,99,27,50,15,9.9899998,10,9.9399996,,,10.78,2.8900001,38.59
24-Jun-14,97,29,47,16,9.9899998,10,9.9399996,,,8.71,4.3499999,35.849998
25-Jun-14,85,50,68,33,9.9899998,10,9.9399996,,,8.5900002,4.6399999,13.28
26-Jun-14,83,46,73,33,9.9899998,10,9.9399996,,,5.5799999,1.8099999,9.3199997
27-Jun-14,90,41,57,27,9.9899998,10,9.9399996,,,6.6900001,2.5,17.889999
28-Jun-14,94,35,63,14,9.9899998,10,9.9399996,,,8.3400002,0.61000001,32.869999
29-Jun-14,102,26,54,8,9.9899998,10,9.9399996,,,9.3199997,0.43000001,29.91
30-Jun-14,111,16,33,5,9.9899998,10,9.9399996,,,6.3600001,3.3,11.03
1-Jul-14,104,30,56,15,9.9899998,10,9.9399996,,,12.64,6.8299999,25
2-Jul-14,102,34,68,14,9.9899998,10,9.9399996,,,13.29,9.0600004,21.629999
3-Jul-14,101,36,59,16,9.9899998,10,9.9399996,,,16.5,8.3199997,26.639999
4-Jul-14,101,30,68,7,9.9899998,10,9.9399996,,,13.81,4.29,27.41
5-Jul-14,101,21,50,3,9.9899998,10,9.9399996,,,11.09,0.92000002,38.77
6-Jul-14,106,18,37,4,9.9899998,10,9.9399996,,,12.92,0.19,27.77
7-Jul-14,106,25,42,14,9.9899998,10,9.9399996,,,15,8.9700003,20.360001
8-Jul-14,96,29,43,18,9.9899998,10,9.9399996,,,17.74,10.01,23.75
9-Jul-14,103,32,49,10,9.9899998,10,9.9399996,,,13.55,6.2600002,22.530001
10-Jul-14,100,37,61,16,9.9899998,10,9.9399996,,,10.68,4.0900002,17.92
11-Jul-14,96,40,76,18,9.9899998,10,9.9399996,,,9.1700001,4.27,16.18
12-Jul-14,104,37,65,10,10,10,9.9399996,,,9.9200001,5.3000002,21.110001
13-Jul-14,105,36,66,18,9.9899998,10,9.9399996,,,13.5,9.1000004,19.17
14-Jul-14,111,30,57,8,9.9899998,10,9.9399996,,,13.74,7.8400002,23.780001
15-Jul-14,98,32,50,18,9.9899998,10,9.9399996,,,14.09,6.79,26.93
16-Jul-14,97,44,56,25,9.7200003,10,1.75,1,1,14.29,7.1300001,22.360001
17-Jul-14,94,54,78,31,9.9899998,10,9.9399996,,,12.95,7.8800001,20.16
18-Jul-14,97,46,68,26,9.9899998,10,9.9399996,,,11.07,6.3899999,15.17
19-Jul-14,100,46,76,25,9.9899998,10,9.9399996,,,14.47,7.5999999,19.66
20-Jul-14,97,43,67,24,9.9899998,10,9.9399996,,,10.62,5.5799999,17.129999
21-Jul-14,87,58,84,35,9.8299999,10,7.46,,,10.88,5.9000001,18.190001
22-Jul-14,93,53,93,25,9.9899998,10,9.9399996,,,12.53,5.6300001,29.43
23-Jul-14,88,44,78,18,9.9899998,10,9.9399996,,,9.0100002,1.25,17.16
24-Jul-14,98,24,51,5,9.9899998,10,9.9399996,,,7.0999999,0.94,21.879999
25-Jul-14,102,17,30,6,9.9899998,10,9.9399996,,,7.7800002,0.95999998,15.11
26-Jul-14,105,20,42,7,9.9899998,10,9.9399996,,,9.6400003,2.6700001,30.6
27-Jul-14,105,23,37,9,9.9899998,10,9.9399996,,,10.6,5.0300002,19.129999
28-Jul-14,105,26,47,13,9.9899998,10,9.9399996,,,12.76,2.96,30.059999
29-Jul-14,104,25,51,8,9.9899998,10,9.9399996,,,11.26,6.1399999,25.42
30-Jul-14,106,27,44,14,9.9899998,10,9.9399996,,,12.61,8.1199999,23.27
31-Jul-14,108,30,54,10,9.9899998,10,9.9399996,,,14.93,6.27,27.309999
1-Aug-14,108,26,54,7,9.9899998,10,9.9399996,,,10.53,4.2800002,19.4
2-Aug-14,104,24,51,4,9.9899998,10,9.9399996,,,9.1599998,2.3900001,18.4
3-Aug-14,97,34,57,17,9.9899998,10,9.9399996,,,14.28,5.6599998,28.67
4-Aug-14,89,49,90,27,10,10,9.9399996,,,16.280001,9.0200005,23.32
5-Aug-14,76,81,97,66,9.8800001,10,7,,,19.6,10.58,28.450001
6-Aug-14,94,61,96,29,8.5699997,10,4.9699998,5,7,29.809999,19.129999,49.470001
7-Aug-14,102,45,78,18,9.5900002,10,7,2,9,30.190001,22.52,41.209999
8-Aug-14,100,40,68,22,9.9200001,10,8,3,6,19.120001,7.5300002,31.34
9-Aug-14,100,33,59,13,10,10,9.9399996,,,17.66,8.9799995,32.509998
10-Aug-14,100,37,56,16,10,10,9.9399996,,,19.110001,10.73,34.25
11-Aug-14,98,35,61,16,10,10,9.9399996,,,13.43,8.6099997,27.1
12-Aug-14,89,35,57,20,10,10,9.9399996,,,12.46,7.0700002,21.860001
13-Aug-14,88,41,57,29,9.9899998,10,9.9399996,,,11.74,0.40000001,18.91
14-Aug-14,95,37,70,12,9.9899998,10,9.9399996,,,11.39,1.73,34.330002
15-Aug-14,98,30,56,14,9.9899998,10,9.9399996,,,11.49,4.6100001,29.43
16-Aug-14,101,28,53,7,9.9899998,10,9.9399996,,,10.19,3.97,23.950001
17-Aug-14,100,24,49,9,9.9899998,10,9.9399996,,,8.9700003,3.24,29.77
18-Aug-14,100,24,45,8,9.9899998,10,9.9399996,,,9.6599998,2.4000001,25.51
19-Aug-14,98,38,52,17,9.9899998,10,9.9399996,,,12.75,2.45,38.549999
20-Aug-14,91,47,70,26,9.9899998,10,9.9399996,,,12.43,7.3600001,23.33
21-Aug-14,96,44,73,18,9.9899998,10,9.9399996,,,14.44,3.78,27.940001
22-Aug-14,92,43,68,20,10,10,9.9399996,,,13.02,6.8099999,35.369999
23-Aug-14,98,29,63,9,9.8299999,10,8,,,14.12,4.0900002,26.93
24-Aug-14,97,35,54,16,10,10,9.9399996,,,11.41,2.77,38.59
25-Aug-14,90,41,61,22,10,10,10,,,11.01,3.9200001,19.99
26-Aug-14,100,39,67,11,10,10,9.9399996,,,12.37,2.9100001,25.73
27-Aug-14,98,42,68,22,9.9899998,10,9.9399996,,,15.6,4.1300001,29.77
28-Aug-14,100,37,66,17,9.9899998,10,9.9399996,,,15.41,8.5799999,45.889999
29-Aug-14,96,37,57,18,9.9899998,10,9.9399996,,,15.28,8.9799995,27.440001
30-Aug-14,97,32,65,14,9.9899998,10,9.9399996,,,12.1,2.4000001,38.610001
31-Aug-14,98,25,47,11,9.3299999,10,4.9699998,2,2,12.48,0.77999997,36.060001
1-Sep-14,104,20,32,8,9.9200001,10,8,,,22.57,1.38,55.099998
2-Sep-14,100,31,48,14,9.9899998,10,9.9399996,,,15.25,5.5500002,34.110001
3-Sep-14,100,23,68,4,9.4099998,10,5.5900002,5,5,13.33,4.4099998,48.77
4-Sep-14,101,10,23,4,9.9899998,10,9.9399996,,,7.6399999,0.95999998,16.68
5-Sep-14,100,22,37,7,9.9899998,10,9.9399996,,,11.2,0.36000001,31.15
6-Sep-14,97,27,48,9,9.9899998,10,9.9399996,,,12.82,4.0599999,27.42
7-Sep-14,97,29,51,13,9.9899998,10,9.9399996,,,11.36,4.96,33.119999
8-Sep-14,94,34,54,14,9.9899998,10,9.9399996,,,11.43,4.6199999,30.719999
9-Sep-14,94,36,70,14,9.7799997,10,4,1,1,13.71,4.8699999,24.559999
10-Sep-14,101,25,50,7,9.8800001,10,7,2,2,15.94,6.71,34.860001
